1.000000 -1.000000 -5913.189542
1.000000 -0.932203 -5912.787778
1.000000 -0.864407 -5912.372368
1.000000 -0.796610 -5911.942665
1.000000 -0.728814 -5911.497984
1.000000 -0.661017 -5911.037598
1.000000 -0.593220 -5910.560740
1.000000 -0.525424 -5910.066595
1.000000 -0.457627 -5909.554298
1.000000 -0.389831 -5909.022932
1.000000 -0.322034 -5908.471523
1.000000 -0.254237 -5907.899038
1.000000 -0.186441 -5907.304376
1.000000 -0.118644 -5906.686367
1.000000 -0.050847 -5906.043767
1.000000 0.016949 -5905.375251
1.000000 0.084746 -5904.679405
1.000000 0.152542 -5903.954724
1.000000 0.220339 -5903.199602
1.000000 0.288136 -5902.412325
1.000000 0.355932 -5901.591060
1.000000 0.423729 -5900.733850
1.000000 0.491525 -5899.838602
1.000000 0.559322 -5898.903077
1.000000 0.627119 -5897.924875
1.000000 0.694915 -5896.901427
1.000000 0.762712 -5895.829979
1.000000 0.830508 -5894.707574
1.000000 0.898305 -5893.531043
1.000000 0.966102 -5892.296977
1.000000 1.033898 -5891.001717
1.000000 1.101695 -5889.641328
1.000000 1.169492 -5888.211575
1.000000 1.237288 -5886.707903
1.000000 1.305085 -5885.125403
1.000000 1.372881 -5883.458789
1.000000 1.440678 -5881.702364
1.000000 1.508475 -5879.849985
1.000000 1.576271 -5877.895025
1.000000 1.644068 -5875.830335
1.000000 1.711864 -5873.648200
1.000000 1.779661 -5871.340294
1.000000 1.847458 -5868.897628
1.000000 1.915254 -5866.310501
1.000000 1.983051 -5863.568440
1.000000 2.050847 -5860.660147
1.000000 2.118644 -5857.573433
1.000000 2.186441 -5854.295154
1.000000 2.254237 -5850.811148
1.000000 2.322034 -5847.106169
1.000000 2.389831 -5843.163815
1.000000 2.457627 -5838.966469
1.000000 2.525424 -5834.495230
1.000000 2.593220 -5829.729863
1.000000 2.661017 -5824.648743
1.000000 2.728814 -5819.228822
1.000000 2.796610 -5813.445603
1.000000 2.864407 -5807.273137
1.000000 2.932203 -5800.684045
1.000000 3.000000 -5793.649575
2.256410 -1.000000 -5791.439356
2.256410 -0.932203 -5789.736788
2.256410 -0.864407 -5787.992852
2.256410 -0.796610 -5786.205722
2.256410 -0.728814 -5784.373472
2.256410 -0.661017 -5782.494071
2.256410 -0.593220 -5780.565376
2.256410 -0.525424 -5778.585125
2.256410 -0.457627 -5776.550928
2.256410 -0.389831 -5774.460260
2.256410 -0.322034 -5772.310450
2.256410 -0.254237 -5770.098674
2.256410 -0.186441 -5767.821941
2.256410 -0.118644 -5765.477086
2.256410 -0.050847 -5763.060753
2.256410 0.016949 -5760.569388
2.256410 0.084746 -5757.999221
2.256410 0.152542 -5755.346252
2.256410 0.220339 -5752.606237
2.256410 0.288136 -5749.774672
2.256410 0.355932 -5746.846772
2.256410 0.423729 -5743.817456
2.256410 0.491525 -5740.681328
2.256410 0.559322 -5737.432652
2.256410 0.627119 -5734.065336
2.256410 0.694915 -5730.572907
2.256410 0.762712 -5726.948486
2.256410 0.830508 -5723.184772
2.256410 0.898305 -5719.274007
2.256410 0.966102 -5715.207964
2.256410 1.033898 -5710.977912
2.256410 1.101695 -5706.574602
2.256410 1.169492 -5701.988238
2.256410 1.237288 -5697.208463
2.256410 1.305085 -5692.224334
2.256410 1.372881 -5687.024317
2.256410 1.440678 -5681.596267
2.256410 1.508475 -5675.927434
2.256410 1.576271 -5670.004457
2.256410 1.644068 -5663.813383
2.256410 1.711864 -5657.339686
2.256410 1.779661 -5650.568299
2.256410 1.847458 -5643.483666
2.256410 1.915254 -5636.069806
2.256410 1.983051 -5628.310394
2.256410 2.050847 -5620.188868
2.256410 2.118644 -5611.688554
2.256410 2.186441 -5602.792817
2.256410 2.254237 -5593.485239
2.256410 2.322034 -5583.749825
2.256410 2.389831 -5573.571242
2.256410 2.457627 -5562.935079
2.256410 2.525424 -5551.828144
2.256410 2.593220 -5540.238794
2.256410 2.661017 -5528.157283
2.256410 2.728814 -5515.576146
2.256410 2.796610 -5502.490606
2.256410 2.864407 -5488.898992
2.256410 2.932203 -5474.803183
2.256410 3.000000 -5460.209052
3.512821 -1.000000 -5659.881733
3.512821 -0.932203 -5656.578464
3.512821 -0.864407 -5653.239666
3.512821 -0.796610 -5649.863093
3.512821 -0.728814 -5646.446378
3.512821 -0.661017 -5642.987024
3.512821 -0.593220 -5639.482394
3.512821 -0.525424 -5635.929701
3.512821 -0.457627 -5632.325992
3.512821 -0.389831 -5628.668142
3.512821 -0.322034 -5624.952836
3.512821 -0.254237 -5621.176557
3.512821 -0.186441 -5617.335571
3.512821 -0.118644 -5613.425912
3.512821 -0.050847 -5609.443364
3.512821 0.016949 -5605.383446
3.512821 0.084746 -5601.241393
3.512821 0.152542 -5597.012139
3.512821 0.220339 -5592.690301
3.512821 0.288136 -5588.270158
3.512821 0.355932 -5583.745632
3.512821 0.423729 -5579.110277
3.512821 0.491525 -5574.357258
3.512821 0.559322 -5569.479337
3.512821 0.627119 -5564.468861
3.512821 0.694915 -5559.317753
3.512821 0.762712 -5554.017507
3.512821 0.830508 -5548.559183
3.512821 0.898305 -5542.933410
3.512821 0.966102 -5537.130402
3.512821 1.033898 -5531.139966
3.512821 1.101695 -5524.951534
3.512821 1.169492 -5518.554197
3.512821 1.237288 -5511.936749
3.512821 1.305085 -5505.087746
3.512821 1.372881 -5497.995577
3.512821 1.440678 -5490.648549
3.512821 1.508475 -5483.034985
3.512821 1.576271 -5475.143341
3.512821 1.644068 -5466.962328
3.512821 1.711864 -5458.481065
3.512821 1.779661 -5449.689230
3.512821 1.847458 -5440.577235
3.512821 1.915254 -5431.136411
3.512821 1.983051 -5421.359201
3.512821 2.050847 -5411.239373
3.512821 2.118644 -5400.772233
3.512821 2.186441 -5389.954851
3.512821 2.254237 -5378.786295
3.512821 2.322034 -5367.267871
3.512821 2.389831 -5355.403365
3.512821 2.457627 -5343.199293
3.512821 2.525424 -5330.665146
3.512821 2.593220 -5317.813631
3.512821 2.661017 -5304.660914
3.512821 2.728814 -5291.226841
3.512821 2.796610 -5277.535162
3.512821 2.864407 -5263.613745
3.512821 2.932203 -5249.494789
3.512821 3.000000 -5235.215058
4.769231 -1.000000 -5552.916081
4.769231 -0.932203 -5548.075179
4.769231 -0.864407 -5543.245247
4.769231 -0.796610 -5538.422795
4.769231 -0.728814 -5533.604213
4.769231 -0.661017 -5528.785761
4.769231 -0.593220 -5523.963546
4.769231 -0.525424 -5519.133513
4.769231 -0.457627 -5514.291420
4.769231 -0.389831 -5509.432829
4.769231 -0.322034 -5504.553080
4.769231 -0.254237 -5499.647277
4.769231 -0.186441 -5494.710268
4.769231 -0.118644 -5489.736629
4.769231 -0.050847 -5484.720645
4.769231 0.016949 -5479.656294
4.769231 0.084746 -5474.537230
4.769231 0.152542 -5469.356775
4.769231 0.220339 -5464.107904
4.769231 0.288136 -5458.783239
4.769231 0.355932 -5453.375046
4.769231 0.423729 -5447.875236
4.769231 0.491525 -5442.275372
4.769231 0.559322 -5436.566680
4.769231 0.627119 -5430.740071
4.769231 0.694915 -5424.786170
