______________________________
|          t |            Vy |
|  17.969880 |  4.121211e-05 |
|  17.970930 |  5.523627e-05 |
|  17.971980 |  4.353570e-05 |
|  17.973030 |  4.889214e-05 |
|  17.974080 |  6.862296e-05 |
|  17.975130 |  7.203542e-05 |
|  17.976180 |  6.253701e-05 |
|  17.977230 |  3.404260e-05 |
|  17.978280 |  4.933877e-05 |
|  17.979330 |  4.357123e-05 |
|  17.980380 |  5.049099e-05 |
|  17.981430 |  6.332301e-05 |
|  17.982480 |  7.428833e-05 |
|  17.983530 |  5.089749e-05 |
|  17.984580 |  5.867535e-05 |
|  17.985630 |  5.416572e-05 |
|  17.986680 |  4.528639e-05 |
|  17.987730 |  5.874714e-05 |
|  17.988780 |  3.783600e-05 |
|  17.989830 |  3.429852e-05 |
|  17.990880 |  7.181939e-05 |
|  17.991930 |  4.680404e-05 |
|  17.992980 |  2.209273e-05 |
|  17.994030 |  5.423076e-05 |
|  17.995080 |  6.677863e-05 |
|  17.996130 |  3.828688e-05 |
|  17.997180 |  3.312015e-05 |
|  17.998230 |  3.886289e-05 |
|  17.999280 |  4.197516e-05 |
|  18.000330 |  4.859587e-05 |
|  18.001380 |  5.156162e-05 |
|  18.002430 |  5.937906e-05 |
|  18.003480 |  6.294947e-05 |
|  18.004530 |  5.158440e-05 |
|  18.005580 |  5.951080e-05 |
|  18.006630 |  1.879103e-05 |
|  18.007680 |  3.335696e-05 |
|  18.008730 |  7.747757e-05 |
|  18.009780 |  4.051013e-05 |
|  18.010830 |  4.241666e-05 |
|  18.011880 |  5.245110e-05 |
|  18.012930 |  4.686184e-05 |
|  18.013980 |  3.614444e-05 |
|  18.015030 |  2.865783e-05 |
|  18.016080 |  5.957556e-05 |
|  18.017130 |  7.039932e-05 |
|  18.018180 |  5.861454e-05 |
|  18.019230 |  4.476205e-05 |
|  18.020280 |  5.053630e-05 |
|  18.021330 |  6.680496e-05 |
|  18.022380 |  4.764038e-05 |
|  18.023430 |  4.698207e-05 |
|  18.024480 |  2.721496e-05 |
|  18.025530 |  4.622726e-05 |
|  18.026580 |  3.319416e-05 |
|  18.027630 |  4.787956e-05 |
|  18.028680 |  3.996409e-05 |
|  18.029730 |  5.329428e-05 |
|  18.030780 |  6.735515e-05 |
|  18.031830 |  6.985185e-05 |
|  18.032880 |  4.177044e-05 |
|  18.033930 |  5.752300e-05 |
|  18.034980 |  4.238642e-05 |
|  18.036030 |  5.859267e-05 |
|  18.037080 |  7.382640e-05 |
|  18.038130 |  6.297200e-05 |
|  18.039180 |  5.596129e-05 |
|  18.040230 |  3.861958e-05 |
|  18.041280 |  5.434321e-05 |
|  18.042330 |  3.491012e-05 |
|  18.043380 |  3.796032e-05 |
|  18.044430 |  6.703466e-05 |
|  18.045480 |  2.923050e-05 |
|  18.046530 |  4.343007e-05 |
|  18.047580 |  5.913168e-05 |
|  18.048630 |  2.797576e-05 |
|  18.049680 |  2.215984e-05 |
|  18.050731 |  4.485354e-05 |
|  18.051781 |  4.718775e-05 |
|  18.052831 |  4.651004e-05 |
|  18.053881 |  3.555480e-05 |
|  18.054931 |  5.524255e-05 |
|  18.055981 |  2.647831e-05 |
|  18.057031 |  4.635060e-05 |
|  18.058081 |  5.345590e-05 |
|  18.059131 |  4.356944e-05 |
|  18.060181 |  5.782422e-05 |
|  18.061231 |  6.548456e-05 |
|  18.062281 |  6.531968e-05 |
|  18.063331 |  3.725717e-05 |
|  18.064381 |  7.926528e-05 |
|  18.065431 |  4.340230e-05 |
|  18.066481 |  3.755168e-05 |
|  18.067531 |  6.789790e-05 |
|  18.068581 |  4.739267e-05 |
|  18.069631 |  4.607271e-05 |
|  18.070681 |  7.219013e-05 |
|  18.071731 |  3.422889e-05 |
|  18.072781 |  4.143219e-05 |
|  18.073831 |  6.439465e-05 |
|  18.074881 |  5.805437e-05 |
|  18.075931 |  3.843811e-05 |
|  18.076981 |  3.398402e-05 |
|  18.078031 |  4.675913e-05 |
|  18.079081 |  6.815762e-05 |
|  18.080131 |  4.108746e-05 |
|  18.081181 |  6.172314e-05 |
|  18.082231 |  4.136323e-05 |
|  18.083281 |  6.061826e-05 |
|  18.084331 |  5.737197e-05 |
|  18.085381 |  5.164768e-05 |
|  18.086431 |  6.535131e-05 |
|  18.087481 |  3.520545e-05 |
|  18.088531 |  4.314480e-05 |
|  18.089581 |  3.388352e-05 |
|  18.090631 |  5.416625e-05 |
|  18.091681 |  3.848104e-05 |
|  18.092731 |  4.426699e-05 |
|  18.093781 |  5.939703e-05 |
|  18.094831 |  5.272136e-05 |
|  18.095881 |  4.706381e-05 |
|  18.096931 |  3.651778e-05 |
|  18.097981 |  5.503949e-05 |
|  18.099031 |  4.095428e-05 |
|  18.100081 |  3.735257e-05 |
|  18.101131 |  4.422689e-05 |
|  18.102181 |  5.675237e-05 |
|  18.103231 |  4.150773e-05 |
|  18.104281 |  2.559495e-05 |
|  18.105331 |  6.303894e-05 |
|  18.106381 |  6.088596e-05 |
|  18.107431 |  5.859914e-05 |
|  18.108481 |  5.195065e-05 |
|  18.109531 |  7.631397e-05 |
|  18.110581 |  4.594728e-05 |
|  18.111631 |  4.289713e-05 |
|  18.112681 |  2.481383e-05 |
|  18.113731 |  3.283877e-05 |
|  18.114781 |  5.870018e-05 |
|  18.115831 |  5.956930e-05 |
|  18.116881 |  5.428051e-05 |
|  18.117931 |  5.145152e-05 |
|  18.118981 |  3.908718e-05 |
|  18.120031 |  6.910729e-05 |
|  18.121081 |  5.547572e-05 |
|  18.122131 |  5.088814e-05 |
|  18.123181 |  6.645005e-05 |
|  18.124231 |  3.794319e-05 |
|  18.125281 |  6.938571e-05 |
|  18.126331 |  6.733914e-05 |
|  18.127381 |  3.524682e-05 |
|  18.128431 |  3.749482e-05 |
|  18.129481 |  6.874078e-05 |
|  18.130531 |  7.401206e-05 |
|  18.131581 |  7.221548e-05 |
|  18.132631 |  5.105332e-05 |
|  18.133681 |  5.885602e-05 |
|  18.134731 |  4.440852e-05 |
|  18.135781 |  7.092371e-05 |
|  18.136831 |  4.245945e-05 |
|  18.137881 |  3.061952e-05 |
|  18.138931 |  6.767994e-05 |
|  18.139981 |  3.863030e-05 |
|  18.141031 |  5.020590e-05 |
|  18.142081 |  5.878601e-05 |
|  18.143131 |  6.060929e-05 |
|  18.144181 |  2.961967e-05 |
|  18.145231 |  5.684414e-05 |
|  18.146281 |  3.482528e-05 |
|  18.147331 |  5.493467e-05 |
|  18.148381 |  3.354738e-05 |
|  18.149431 |  5.250007e-05 |
|  18.150482 |  5.806593e-05 |
|  18.151532 |  3.619737e-05 |
|  18.152582 |  3.390722e-05 |
|  18.153632 |  6.279757e-05 |
|  18.154682 |  4.543071e-05 |
|  18.155732 |  5.278609e-05 |
|  18.156782 |  4.237392e-05 |
|  18.157832 |  5.132890e-05 |
|  18.158882 |  4.653592e-05 |
|  18.159932 |  3.995284e-05 |
|  18.160982 |  5.964708e-05 |
|  18.162032 |  2.329207e-05 |
|  18.163082 |  4.802572e-05 |
|  18.164132 |  4.389042e-05 |
|  18.165182 |  5.098987e-05 |
|  18.166232 |  5.446416e-05 |
|  18.167282 |  4.738560e-05 |
|  18.168332 |  4.278444e-05 |
|  18.169382 |  4.311533e-05 |
|  18.170432 |  5.315923e-05 |
|  18.171482 |  3.556655e-05 |
|  18.172532 |  5.652967e-05 |
|  18.173582 |  5.120756e-05 |
|  18.174632 |  3.075970e-05 |
|  18.175682 |  6.675418e-05 |
|  18.176732 |  5.021241e-05 |
|  18.177782 |  5.214642e-05 |
|  18.178832 |  5.250686e-05 |
|  18.179882 |  4.959258e-05 |
|  18.180932 |  3.973175e-05 |
|  18.181982 |  4.476642e-05 |
|  18.183032 |  4.705288e-05 |
|  18.184082 |  5.270183e-05 |
|  18.185132 |  4.740080e-05 |
|  18.186182 |  4.873209e-05 |
|  18.187232 |  3.599217e-05 |
|  18.188282 |  4.591360e-05 |
|  18.189332 |  8.069364e-05 |
|  18.190382 |  4.122879e-05 |
|  18.191432 |  3.280758e-05 |
|  18.192482 |  3.260231e-05 |
|  18.193532 |  6.664571e-05 |
|  18.194582 |  4.151488e-05 |
|  18.195632 |  3.894414e-05 |
|  18.196682 |  5.974461e-05 |
|  18.197732 |  6.161083e-05 |
|  18.198782 |  6.114026e-05 |
|  18.199832 |  4.492980e-05 |
|  18.200882 |  5.274474e-05 |
|  18.201932 |  3.436039e-05 |
|  18.202982 |  6.359642e-05 |
|  18.204032 |  5.592673e-05 |
|  18.205082 |  3.481660e-05 |
|  18.206132 |  6.620696e-05 |
|  18.207182 |  5.540600e-05 |
|  18.208232 |  4.951876e-05 |
|  18.209282 |  6.283045e-05 |
|  18.210332 |  4.201764e-05 |
|  18.211382 |  4.874530e-05 |
|  18.212432 |  4.538090e-05 |
|  18.213482 |  4.901014e-05 |
|  18.214532 |  5.546657e-05 |
|  18.215582 |  6.753105e-05 |
|  18.216632 |  6.087972e-05 |
|  18.217682 |  5.677047e-05 |
|  18.218732 |  3.822935e-05 |
|  18.219782 |  7.839241e-05 |
|  18.220832 |  5.284751e-05 |
|  18.221882 |  4.358958e-05 |
|  18.222932 |  3.892404e-05 |
|  18.223982 |  3.820281e-05 |
|  18.225032 |  4.755693e-05 |
|  18.226082 |  5.218597e-05 |
|  18.227132 |  5.920608e-05 |
|  18.228182 |  4.363049e-05 |
|  18.229232 |  5.816739e-05 |
|  18.230282 |  1.683407e-05 |
|  18.231332 |  3.747922e-05 |
|  18.232382 |  3.463956e-05 |
|  18.233432 |  5.815781e-05 |
|  18.234482 |  3.905667e-05 |
|  18.235532 |  6.825827e-05 |
|  18.236582 |  3.515246e-05 |
|  18.237632 |  6.608334e-05 |
|  18.238682 |  4.136631e-05 |
|  18.239732 |  6.379082e-05 |
|  18.240782 |  6.320566e-05 |
|  18.241832 |  6.092797e-05 |
|  18.242882 |  5.508608e-05 |
|  18.243932 |  5.315848e-05 |
|  18.244982 |  2.929171e-05 |
|  18.246032 |  6.944745e-05 |
|  18.247082 |  4.647054e-05 |
|  18.248132 |  4.971330e-05 |
|  18.249182 |  3.983228e-05 |
|  18.250233 |  8.377511e-05 |
|  18.251283 |  5.678687e-05 |
|  18.252333 |  2.821116e-05 |
|  18.253383 |  4.076468e-05 |
|  18.254433 |  5.251971e-05 |
|  18.255483 |  5.102000e-05 |
|  18.256533 |  5.806793e-05 |
|  18.257583 |  5.915713e-05 |
|  18.258633 |  5.844698e-05 |
|  18.259683 |  4.874879e-05 |
|  18.260733 |  5.653381e-05 |
|  18.261783 |  5.650507e-05 |
|  18.262833 |  6.187904e-05 |
|  18.263883 |  5.136571e-05 |
|  18.264933 |  6.119104e-05 |
|  18.265983 |  4.868703e-05 |
|  18.267033 |  6.048580e-05 |
|  18.268083 |  5.127734e-05 |
|  18.269133 |  3.786216e-05 |
|  18.270183 |  3.859094e-05 |
|  18.271233 |  4.897288e-05 |
|  18.272283 |  5.600205e-05 |
|  18.273333 |  3.554100e-05 |
|  18.274383 |  5.065562e-05 |
|  18.275433 |  6.524789e-05 |
|  18.276483 |  5.488890e-05 |
|  18.277533 |  3.202977e-05 |
|  18.278583 |  5.106050e-05 |
|  18.279633 |  4.594882e-05 |
|  18.280683 |  5.356644e-05 |
|  18.281733 |  6.514307e-05 |
|  18.282783 |  6.688971e-05 |
|  18.283833 |  2.494352e-05 |
|  18.284883 |  5.483962e-05 |
|  18.285933 |  5.724784e-05 |
|  18.286983 |  7.131541e-05 |
|  18.288033 |  7.025824e-05 |
|  18.289083 |  1.628977e-05 |
|  18.290133 |  5.395223e-05 |
|  18.291183 |  5.566463e-05 |
|  18.292233 |  2.964803e-05 |
|  18.293283 |  5.936688e-05 |
|  18.294333 |  5.699165e-05 |
|  18.295383 |  5.033093e-05 |
|  18.296433 |  4.948460e-05 |
|  18.297483 |  5.909805e-05 |
|  18.298533 |  6.037029e-05 |
|  18.299583 |  7.036281e-05 |
|  18.300633 |  6.334728e-05 |
|  18.301683 |  3.911701e-05 |
|  18.302733 |  5.484518e-05 |
|  18.303783 |  7.085084e-05 |
|  18.304833 |  5.996266e-05 |
|  18.305883 |  3.266062e-05 |
|  18.306933 |  6.856295e-05 |
|  18.307983 |  3.762918e-05 |
|  18.309033 |  5.496206e-05 |
|  18.310083 |  4.526342e-05 |
|  18.311133 |  5.229072e-05 |
|  18.312183 |  3.812985e-05 |
|  18.313233 |  5.095887e-05 |
|  18.314283 |  6.210796e-05 |
|  18.315333 |  6.411142e-05 |
|  18.316383 |  6.511641e-05 |
|  18.317433 |  6.125697e-05 |
|  18.318483 |  5.876806e-05 |
|  18.319533 |  5.195391e-05 |
|  18.320583 |  5.235867e-05 |
|  18.321633 |  3.216136e-05 |
|  18.322683 |  4.082549e-05 |
|  18.323733 |  6.241632e-05 |
|  18.324783 |  3.003687e-05 |
|  18.325833 |  5.515931e-05 |
|  18.326883 |  6.051837e-05 |
|  18.327933 |  3.308222e-05 |
|  18.328983 |  6.837422e-05 |
|  18.330033 |  5.508036e-05 |
|  18.331083 |  2.464931e-05 |
|  18.332133 |  6.222436e-05 |
|  18.333183 |  4.729649e-05 |
|  18.334233 |  4.294869e-05 |
|  18.335283 |  3.626183e-05 |
|  18.336333 |  5.623815e-05 |
|  18.337383 |  4.348035e-05 |
|  18.338433 |  7.306825e-05 |
|  18.339483 |  4.363463e-05 |
|  18.340533 |  6.011410e-05 |
|  18.341583 |  5.703021e-05 |
|  18.342633 |  4.471376e-05 |
|  18.343683 |  5.595045e-05 |
|  18.344733 |  5.546923e-05 |
|  18.345783 |  5.779279e-05 |
|  18.346833 |  3.759263e-05 |
|  18.347883 |  5.201282e-05 |
|  18.348933 |  6.129991e-05 |
|  18.349983 |  4.682666e-05 |
|  18.351034 |  5.568436e-05 |
|  18.352084 |  4.719522e-05 |
|  18.353134 |  6.101286e-05 |
|  18.354184 |  4.604307e-05 |
|  18.355234 |  6.687792e-05 |
|  18.356284 |  3.023094e-05 |
|  18.357334 |  6.271289e-05 |
|  18.358384 |  6.839122e-05 |
|  18.359434 |  5.613748e-05 |
|  18.360484 |  5.760495e-05 |
|  18.361534 |  5.747515e-05 |
|  18.362584 |  4.668078e-05 |
|  18.363634 |  4.176070e-05 |
|  18.364684 |  4.023358e-05 |
|  18.365734 |  5.305349e-05 |
|  18.366784 |  5.610624e-05 |
|  18.367834 |  5.415029e-05 |
|  18.368884 |  4.332195e-05 |
|  18.369934 |  2.524093e-05 |
|  18.370984 |  5.471431e-05 |
|  18.372034 |  7.658755e-05 |
|  18.373084 |  4.550644e-05 |
|  18.374134 |  6.135257e-05 |
|  18.375184 |  5.148341e-05 |
|  18.376234 |  4.979225e-05 |
|  18.377284 |  7.503675e-05 |
|  18.378334 |  4.035007e-05 |
|  18.379384 |  5.746781e-05 |
|  18.380434 |  3.460099e-05 |
|  18.381484 |  3.665422e-05 |
|  18.382534 |  4.613242e-05 |
|  18.383584 |  7.032553e-05 |
|  18.384634 |  4.299141e-05 |
|  18.385684 |  5.110509e-05 |
|  18.386734 |  4.551125e-05 |
|  18.387784 |  4.479606e-05 |
|  18.388834 |  3.879020e-05 |
|  18.389884 |  5.423629e-05 |
|  18.390934 |  3.434187e-05 |
|  18.391984 |  5.792448e-05 |
|  18.393034 |  5.493892e-05 |
|  18.394084 |  5.619390e-05 |
|  18.395134 |  5.279534e-05 |
|  18.396184 |  4.363111e-05 |
|  18.397234 |  1.917804e-05 |
|  18.398284 |  4.945744e-05 |
|  18.399334 |  5.876006e-05 |
|  18.400384 |  2.959611e-05 |
|  18.401434 |  3.237907e-05 |
|  18.402484 |  5.625253e-05 |
|  18.403534 |  3.857142e-05 |
|  18.404584 |  4.540856e-05 |
|  18.405634 |  5.463152e-05 |
|  18.406684 |  3.256706e-05 |
|  18.407734 |  5.575640e-05 |
|  18.408784 |  3.785952e-05 |
|  18.409834 |  6.252198e-05 |
|  18.410884 |  4.177770e-05 |
|  18.411934 |  3.197450e-05 |
|  18.412984 |  3.231975e-05 |
|  18.414034 |  5.681756e-05 |
|  18.415084 |  5.788774e-05 |
|  18.416134 |  4.571509e-05 |
|  18.417184 |  4.841479e-05 |
|  18.418234 |  5.273963e-05 |
|  18.419284 |  4.773115e-05 |
|  18.420334 |  4.454048e-05 |
|  18.421384 |  5.634781e-05 |
|  18.422434 |  4.822256e-05 |
|  18.423484 |  3.948772e-05 |
|  18.424534 |  8.502417e-05 |
|  18.425584 |  4.794234e-05 |
|  18.426634 |  6.778324e-05 |
|  18.427684 |  4.590850e-05 |
|  18.428734 |  5.594065e-05 |
|  18.429784 |  4.087934e-05 |
|  18.430834 |  4.656591e-05 |
|  18.431884 |  2.392815e-05 |
|  18.432934 |  5.237364e-05 |
|  18.433984 |  4.479643e-05 |
|  18.435034 |  5.341608e-05 |
|  18.436084 |  6.451035e-05 |
|  18.437134 |  4.215818e-05 |
|  18.438184 |  5.506039e-05 |
|  18.439234 |  4.690477e-05 |
|  18.440284 |  5.099493e-05 |
|  18.441334 |  5.028812e-05 |
|  18.442384 |  4.214443e-05 |
|  18.443434 |  4.179850e-05 |
|  18.444484 |  4.111613e-05 |
|  18.445534 |  5.895256e-05 |
|  18.446584 |  5.702844e-05 |
|  18.447634 |  6.207653e-05 |
|  18.448684 |  3.206501e-05 |
|  18.449734 |  5.003892e-05 |
|  18.450785 |  5.327719e-05 |
|  18.451835 |  2.359234e-05 |
|  18.452885 |  6.604907e-05 |
|  18.453935 |  6.006173e-05 |
|  18.454985 |  6.527115e-05 |
|  18.456035 |  6.601693e-05 |
|  18.457085 |  5.580732e-05 |
|  18.458135 |  4.549542e-05 |
|  18.459185 |  5.472751e-05 |
|  18.460235 |  4.583055e-05 |
|  18.461285 |  5.583218e-05 |
|  18.462335 |  5.287155e-05 |
|  18.463385 |  6.098801e-05 |
|  18.464435 |  4.746542e-05 |
|  18.465485 |  4.938657e-05 |
|  18.466535 |  6.944759e-05 |
|  18.467585 |  5.626683e-05 |
|  18.468635 |  1.779523e-05 |
|  18.469685 |  3.514206e-05 |
|  18.470735 |  5.004169e-05 |
|  18.471785 |  5.518476e-05 |
|  18.472835 |  4.579409e-05 |
|  18.473885 |  3.835177e-05 |
|  18.474935 |  3.228550e-05 |
|  18.475985 |  6.121970e-05 |
|  18.477035 |  3.460141e-05 |
|  18.478085 |  8.443893e-05 |
|  18.479135 |  6.449161e-05 |
|  18.480185 |  4.871082e-05 |
|  18.481235 |  8.269741e-05 |
|  18.482285 |  2.546843e-05 |
|  18.483335 |  3.798577e-05 |
|  18.484385 |  3.906037e-05 |
|  18.485435 |  5.452136e-05 |
|  18.486485 |  4.929945e-05 |
|  18.487535 |  5.385853e-05 |
|  18.488585 |  4.668123e-05 |
|  18.489635 |  5.623693e-05 |
|  18.490685 |  5.214427e-05 |
|  18.491735 |  4.050029e-05 |
|  18.492785 |  3.495171e-05 |
|  18.493835 |  5.913493e-05 |
|  18.494885 |  5.383300e-05 |
|  18.495935 |  5.072115e-05 |
|  18.496985 |  6.654827e-05 |
|  18.498035 |  5.978414e-05 |
|  18.499085 |  7.616597e-05 |
|  18.500135 |  6.137801e-05 |
|  18.501185 |  5.558319e-05 |
|  18.502235 |  3.073415e-05 |
|  18.503285 |  3.903339e-05 |
|  18.504335 |  5.179288e-05 |
|  18.505385 |  5.211900e-05 |
|  18.506435 |  5.977791e-05 |
|  18.507485 |  6.573514e-05 |
|  18.508535 |  6.161730e-05 |
|  18.509585 |  4.918040e-05 |
|  18.510635 |  5.140096e-05 |
|  18.511685 |  4.248054e-05 |
|  18.512735 |  6.674552e-05 |
|  18.513785 |  5.292488e-05 |
|  18.514835 |  3.063185e-05 |
|  18.515885 |  4.438528e-05 |
|  18.516935 |  4.670019e-05 |
|  18.517985 |  5.472411e-05 |
|  18.519035 |  7.604541e-05 |
|  18.520085 |  5.818567e-05 |
|  18.521135 |  4.854818e-05 |
|  18.522185 |  6.992047e-05 |
|  18.523235 |  4.510174e-05 |
|  18.524285 |  4.260785e-05 |
|  18.525335 |  5.608143e-05 |
|  18.526385 |  3.654738e-05 |
|  18.527435 |  5.784888e-05 |
|  18.528485 |  5.255518e-05 |
|  18.529535 |  5.156131e-05 |
|  18.530585 |  6.640739e-05 |
|  18.531635 |  6.466537e-05 |
|  18.532685 |  2.636592e-05 |
|  18.533735 |  6.726694e-05 |
|  18.534785 |  5.661484e-05 |
|  18.535835 |  3.938198e-05 |
|  18.536885 |  4.144028e-05 |
|  18.537935 |  6.168150e-05 |
|  18.538985 |  5.014661e-05 |
|  18.540035 |  4.406133e-05 |
|  18.541085 |  4.804309e-05 |
|  18.542135 |  5.596057e-05 |
|  18.543185 |  5.990746e-05 |
|  18.544235 |  4.575342e-05 |
|  18.545285 |  4.313948e-05 |
|  18.546335 |  4.242235e-05 |
|  18.547385 |  5.671062e-05 |
|  18.548435 |  4.040130e-05 |
|  18.549485 |  6.063733e-05 |
|  18.550536 |  4.250585e-05 |
|  18.551586 |  5.486970e-05 |
|  18.552636 |  4.183454e-05 |
|  18.553686 |  4.795874e-05 |
|  18.554736 |  5.547346e-05 |
|  18.555786 |  5.410231e-05 |
|  18.556836 |  2.870646e-05 |
|  18.557886 |  1.519588e-05 |
|  18.558936 |  5.148624e-05 |
|  18.559986 |  5.796924e-05 |
|  18.561036 |  4.306986e-05 |
|  18.562086 |  6.132686e-05 |
|  18.563136 |  5.892523e-05 |
|  18.564186 |  4.366563e-05 |
|  18.565236 |  5.200506e-05 |
|  18.566286 |  5.919237e-05 |
|  18.567336 |  4.837076e-05 |
|  18.568386 |  5.328483e-05 |
|  18.569436 |  4.162667e-05 |
|  18.570486 |  5.956829e-05 |
|  18.571536 |  6.663088e-05 |
|  18.572586 |  5.335295e-05 |
|  18.573636 |  2.997641e-05 |
|  18.574686 |  3.822557e-05 |
|  18.575736 |  4.440131e-05 |
|  18.576786 |  5.295521e-05 |
|  18.577836 |  4.769449e-05 |
|  18.578886 |  6.216001e-05 |
|  18.579936 |  3.516405e-05 |
|  18.580986 |  7.547741e-05 |
|  18.582036 |  4.077559e-05 |
|  18.583086 |  6.296819e-05 |
|  18.584136 |  6.127020e-05 |
|  18.585186 |  5.454400e-05 |
|  18.586236 |  3.351218e-05 |
|  18.587286 |  5.185582e-05 |
|  18.588336 |  2.616613e-05 |
|  18.589386 |  5.959729e-05 |
|  18.590436 |  5.331317e-05 |
|  18.591486 |  2.015002e-05 |
|  18.592536 |  4.283374e-05 |
|  18.593586 |  3.546344e-05 |
|  18.594636 |  1.748025e-05 |
|  18.595686 |  4.834125e-05 |
|  18.596736 |  5.169359e-05 |
|  18.597786 |  3.659936e-05 |
|  18.598836 |  3.019507e-05 |
|  18.599886 |  6.180418e-05 |
|  18.600936 |  5.200014e-05 |
|  18.601986 |  4.592657e-05 |
|  18.603036 |  3.621835e-05 |
|  18.604086 |  5.469026e-05 |
|  18.605136 |  4.208835e-05 |
|  18.606186 |  5.498734e-05 |
|  18.607236 |  4.529636e-05 |
|  18.608286 |  5.458317e-05 |
|  18.609336 |  5.080489e-05 |
|  18.610386 |  6.204858e-05 |
|  18.611436 |  7.755637e-05 |
|  18.612486 |  5.749665e-05 |
|  18.613536 |  3.747474e-05 |
|  18.614586 |  6.321093e-05 |
|  18.615636 |  3.818629e-05 |
|  18.616686 |  3.101424e-05 |
|  18.617736 |  5.210278e-05 |
|  18.618786 |  6.430063e-05 |
|  18.619836 |  4.690919e-05 |
|  18.620886 |  3.938993e-05 |
|  18.621936 |  5.118745e-05 |
|  18.622986 |  4.021128e-05 |
|  18.624036 |  5.335242e-05 |
|  18.625086 |  3.808742e-05 |
|  18.626136 |  4.046473e-05 |
|  18.627186 |  3.840157e-05 |
|  18.628236 |  5.304255e-05 |
|  18.629286 |  4.858704e-05 |
|  18.630336 |  7.265090e-05 |
|  18.631386 |  3.494893e-05 |
|  18.632436 |  3.675474e-05 |
|  18.633486 |  4.661847e-05 |
|  18.634536 |  5.681688e-05 |
|  18.635586 |  2.114292e-05 |
|  18.636636 |  5.836714e-05 |
|  18.637686 |  6.326081e-05 |
|  18.638736 |  2.831713e-05 |
|  18.639786 |  5.515949e-05 |
|  18.640836 |  4.976604e-05 |
|  18.641886 |  4.237837e-05 |
|  18.642936 |  6.002047e-05 |
|  18.643986 |  6.415710e-05 |
|  18.645036 |  3.997681e-05 |
|  18.646086 |  4.275082e-05 |
|  18.647136 |  4.405734e-05 |
|  18.648186 |  6.001007e-05 |
|  18.649236 |  3.074392e-05 |
|  18.650287 |  5.439205e-05 |
|  18.651337 |  5.508898e-05 |
|  18.652387 |  5.140671e-05 |
|  18.653437 |  6.595951e-05 |
|  18.654487 |  6.166349e-05 |
|  18.655537 |  5.112179e-05 |
|  18.656587 |  4.540137e-05 |
|  18.657637 |  5.550499e-05 |
|  18.658687 |  5.639358e-05 |
|  18.659737 |  4.286325e-05 |
|  18.660787 |  3.882776e-05 |
|  18.661837 |  6.375852e-05 |
|  18.662887 |  4.062082e-05 |
|  18.663937 |  6.238079e-05 |
|  18.664987 |  4.604764e-05 |
|  18.666037 |  6.166604e-05 |
|  18.667087 |  3.011721e-05 |
|  18.668137 |  6.289019e-05 |
|  18.669187 |  4.769638e-05 |
|  18.670237 |  4.968493e-05 |
|  18.671287 |  4.755116e-05 |
|  18.672337 |  5.313886e-05 |
|  18.673387 |  4.857867e-05 |
|  18.674437 |  4.961790e-05 |
|  18.675487 |  7.334733e-05 |
|  18.676537 |  3.768826e-05 |
|  18.677587 |  3.720840e-05 |
|  18.678637 |  3.456699e-05 |
|  18.679687 |  5.403435e-05 |
|  18.680737 |  7.328030e-05 |
|  18.681787 |  6.388116e-05 |
|  18.682837 |  5.377615e-05 |
|  18.683887 |  5.544606e-05 |
|  18.684937 |  5.360548e-05 |
|  18.685987 |  6.922068e-05 |
|  18.687037 |  4.268932e-05 |
|  18.688087 |  7.149788e-05 |
|  18.689137 |  6.313786e-05 |
|  18.690187 |  6.784272e-05 |
|  18.691237 |  7.369833e-05 |
|  18.692287 |  6.165780e-05 |
|  18.693337 |  7.037572e-05 |
|  18.694387 |  4.640925e-05 |
|  18.695437 |  6.255320e-05 |
|  18.696487 |  2.537610e-05 |
|  18.697537 |  6.029976e-05 |
|  18.698587 |  6.373464e-05 |
|  18.699637 |  7.992697e-05 |
|  18.700687 |  5.810962e-05 |
|  18.701737 |  4.698701e-05 |
|  18.702787 |  5.989647e-05 |
|  18.703837 |  5.994121e-05 |
|  18.704887 |  5.244407e-05 |
|  18.705937 |  6.975762e-05 |
|  18.706987 |  5.764353e-05 |
|  18.708037 |  5.606613e-05 |
|  18.709087 |  5.263202e-05 |
|  18.710137 |  6.108247e-05 |
|  18.711187 |  3.471439e-05 |
|  18.712237 |  6.117331e-05 |
|  18.713287 |  4.050648e-05 |
|  18.714337 |  5.704185e-05 |
|  18.715387 |  3.416762e-05 |
|  18.716437 |  3.489486e-05 |
|  18.717487 |  4.227379e-05 |
|  18.718537 |  3.600923e-05 |
|  18.719587 |  3.146644e-05 |
|  18.720637 |  6.457769e-05 |
|  18.721687 |  4.823687e-05 |
|  18.722737 |  6.931159e-05 |
|  18.723787 |  3.274272e-05 |
|  18.724837 |  5.322629e-05 |
|  18.725887 |  3.669792e-05 |
|  18.726937 |  4.748833e-05 |
|  18.727987 |  3.779722e-05 |
|  18.729037 |  5.439701e-05 |
|  18.730087 |  7.301896e-05 |
|  18.731137 |  4.717982e-05 |
|  18.732187 |  4.447864e-05 |
|  18.733237 |  4.351220e-05 |
|  18.734287 |  7.216153e-05 |
|  18.735337 |  6.758688e-05 |
|  18.736387 |  6.747298e-05 |
|  18.737437 |  5.880988e-05 |
|  18.738487 |  3.983640e-05 |
|  18.739537 |  2.311878e-05 |
|  18.740587 |  4.207911e-05 |
|  18.741637 |  3.739850e-05 |
